,Open,Close,High,Low,Volume,Time,IsGrowing,AvgOpenClose,DiffOpenClose,DiffHighLow
29,152.93,152.46,153.11,152.31,331260,2023-01-26 14:00,False,0.46999999999999886,0.46999999999999886,0.8000000000000114
30,152.45,151.8,152.46,151.73,568356,2023-01-26 15:00,False,0.6499999999999773,0.6499999999999773,0.7300000000000182
31,151.8,152.22,152.49,151.8,173015,2023-01-26 16:00,True,0.4199999999999875,0.4199999999999875,0.6899999999999977
32,152.23,152.47,152.65,152.22,84826,2023-01-26 17:00,True,0.2400000000000091,0.2400000000000091,0.4300000000000068
33,152.48,152.45,152.61,152.34,57199,2023-01-26 18:00,False,0.030000000000001137,0.030000000000001137,0.27000000000001023
34,152.45,152.59,152.65,152.37,45445,2023-01-26 19:00,True,0.14000000000001478,0.14000000000001478,0.28000000000000114
35,152.58,152.4,152.65,152.29,73396,2023-01-26 20:00,False,0.18000000000000682,0.18000000000000682,0.36000000000001364
36,152.4,152.4,152.4,152.4,5461,2023-01-27 06:00,False,0.0,0.0,0.0
37,152.4,152.22,152.8,151.69,649481,2023-01-27 07:00,False,0.18000000000000682,0.18000000000000682,1.1100000000000136
38,152.21,152.3,152.44,151.91,261176,2023-01-27 08:00,True,0.09000000000000341,0.09000000000000341,0.5300000000000011
39,152.3,152.33,152.57,152.22,199454,2023-01-27 09:00,True,0.030000000000001137,0.030000000000001137,0.3499999999999943
40,152.33,153.15,153.48,152.29,767058,2023-01-27 10:00,True,0.8199999999999932,0.8199999999999932,1.1899999999999977
41,153.14,153.04,153.44,153.0,233207,2023-01-27 11:00,False,0.09999999999999432,0.09999999999999432,0.4399999999999977
42,153.04,152.94,153.31,152.91,281219,2023-01-27 12:00,False,0.09999999999999432,0.09999999999999432,0.4000000000000057
43,152.92,152.7,153.06,152.53,196531,2023-01-27 13:00,False,0.21999999999999886,0.21999999999999886,0.5300000000000011
44,152.7,153.14,153.17,152.69,206531,2023-01-27 14:00,True,0.4399999999999977,0.4399999999999977,0.47999999999998977
45,153.14,153.14,153.19,152.92,126098,2023-01-27 15:00,False,0.0,0.0,0.27000000000001023
46,153.15,152.97,153.2,152.77,99324,2023-01-27 16:00,False,0.18000000000000682,0.18000000000000682,0.4299999999999784
47,152.97,153.05,153.14,152.83,69531,2023-01-27 17:00,True,0.0800000000000125,0.0800000000000125,0.30999999999997385
48,153.05,153.37,153.41,153.0,129380,2023-01-27 18:00,True,0.3199999999999932,0.3199999999999932,0.4099999999999966
49,153.39,153.16,153.46,153.13,76902,2023-01-27 19:00,False,0.22999999999998977,0.22999999999998977,0.3300000000000125
50,153.15,153.2,153.31,153.01,110905,2023-01-27 20:00,True,0.04999999999998295,0.04999999999998295,0.30000000000001137
51,153.67,152.78,153.73,152.43,2109,2023-01-28 07:00,False,0.8899999999999864,0.8899999999999864,1.299999999999983
52,153.7,153.59,153.82,152.63,972,2023-01-28 08:00,False,0.10999999999998522,0.10999999999998522,1.1899999999999977
53,153.6,152.9,153.85,152.6,1279,2023-01-28 09:00,False,0.6999999999999886,0.6999999999999886,1.25
54,153.83,153.0,153.95,152.74,1061,2023-01-28 10:00,False,0.8300000000000125,0.8300000000000125,1.2099999999999795
55,153.0,152.82,153.93,152.69,1151,2023-01-28 11:00,False,0.18000000000000682,0.18000000000000682,1.240000000000009
56,152.82,153.08,154.27,152.47,1804,2023-01-28 12:00,True,0.2600000000000193,0.2600000000000193,1.8000000000000114
57,154.01,154.03,154.5,153.07,1898,2023-01-28 13:00,True,0.020000000000010232,0.020000000000010232,1.4300000000000068
58,154.04,153.21,154.19,153.1,993,2023-01-28 14:00,False,0.8299999999999841,0.8299999999999841,1.0900000000000034
59,154.14,154.22,154.27,153.06,1105,2023-01-28 15:00,True,0.0800000000000125,0.0800000000000125,1.210000000000008
60,154.22,154.15,154.3,153.16,1971,2023-01-29 07:00,False,0.06999999999999318,0.06999999999999318,1.1400000000000148
61,153.22,153.67,154.87,153.08,3252,2023-01-29 08:00,True,0.44999999999998863,0.44999999999998863,1.789999999999992
62,154.61,154.12,154.62,153.06,2078,2023-01-29 09:00,False,0.4900000000000091,0.4900000000000091,1.5600000000000023
63,154.12,154.23,154.27,153.1,1201,2023-01-29 10:00,True,0.10999999999998522,0.10999999999998522,1.170000000000016
64,154.27,152.77,154.32,152.77,2031,2023-01-29 11:00,False,1.5,1.5,1.549999999999983
65,153.69,154.17,154.49,152.76,1506,2023-01-29 12:00,True,0.47999999999998977,0.47999999999998977,1.7300000000000182
66,153.23,154.17,154.26,153.17,709,2023-01-29 13:00,True,0.9399999999999977,0.9399999999999977,1.0900000000000034
67,154.18,153.45,154.55,153.17,1212,2023-01-29 14:00,False,0.7300000000000182,0.7300000000000182,1.3800000000000239
68,153.45,153.52,154.53,153.29,1248,2023-01-29 15:00,True,0.0700000000000216,0.0700000000000216,1.240000000000009
69,153.5,153.5,153.5,153.5,9101,2023-01-30 06:00,False,0.0,0.0,0.0
70,153.5,152.93,153.88,152.55,790055,2023-01-30 07:00,False,0.5699999999999932,0.5699999999999932,1.329999999999984
71,152.92,152.84,153.23,152.7,255650,2023-01-30 08:00,False,0.07999999999998408,0.07999999999998408,0.5300000000000011
72,152.84,152.38,152.89,152.21,346314,2023-01-30 09:00,False,0.46000000000000796,0.46000000000000796,0.6799999999999784
73,152.38,152.8,153.11,152.33,262901,2023-01-30 10:00,True,0.4200000000000159,0.4200000000000159,0.7800000000000011
74,152.81,152.79,153.18,152.63,173180,2023-01-30 11:00,False,0.020000000000010232,0.020000000000010232,0.5500000000000114
75,152.79,152.74,152.96,152.55,150259,2023-01-30 12:00,False,0.04999999999998295,0.04999999999998295,0.4099999999999966
76,152.73,153.02,153.3,152.67,255504,2023-01-30 13:00,True,0.29000000000002046,0.29000000000002046,0.6300000000000239
77,153.02,153.35,153.49,153.02,366666,2023-01-30 14:00,True,0.3299999999999841,0.3299999999999841,0.46999999999999886
78,153.34,153.4,153.4,153.05,194092,2023-01-30 15:00,True,0.060000000000002274,0.060000000000002274,0.3499999999999943
79,152.92,153.18,153.4,152.92,76214,2023-01-30 16:00,True,0.2600000000000193,0.2600000000000193,0.4800000000000182
80,153.18,153.27,153.5,153.17,105779,2023-01-30 17:00,True,0.09000000000000341,0.09000000000000341,0.3300000000000125
81,153.27,153.37,153.4,153.24,31298,2023-01-30 18:00,True,0.09999999999999432,0.09999999999999432,0.1599999999999966
82,153.37,153.35,153.4,153.25,53565,2023-01-30 19:00,False,0.020000000000010232,0.020000000000010232,0.15000000000000568
83,153.35,153.38,153.42,153.21,39920,2023-01-30 20:00,True,0.030000000000001137,0.030000000000001137,0.20999999999997954
84,153.51,153.51,153.51,153.51,5000,2023-01-31 06:00,False,0.0,0.0,0.0
85,153.51,155.33,155.47,153.3,1893429,2023-01-31 07:00,True,1.8200000000000216,1.8200000000000216,2.1699999999999875
86,155.33,154.82,155.94,154.64,959030,2023-01-31 08:00,False,0.5100000000000193,0.5100000000000193,1.3000000000000114
87,154.83,154.58,155.17,154.18,603166,2023-01-31 09:00,False,0.25,0.25,0.9899999999999807
88,154.58,154.78,154.99,154.58,270793,2023-01-31 10:00,True,0.19999999999998863,0.19999999999998863,0.4099999999999966
89,154.8,154.86,155.2,154.7,219420,2023-01-31 11:00,True,0.060000000000002274,0.060000000000002274,0.5
90,154.87,155.67,155.67,154.85,372575,2023-01-31 12:00,True,0.799999999999983,0.799999999999983,0.8199999999999932
91,155.67,156.02,156.2,155.15,600809,2023-01-31 13:00,True,0.35000000000002274,0.35000000000002274,1.049999999999983
92,156.03,156.2,156.35,155.67,555431,2023-01-31 14:00,True,0.1699999999999875,0.1699999999999875,0.6800000000000068
93,156.19,157.0,157.0,156.19,793797,2023-01-31 15:00,True,0.8100000000000023,0.8100000000000023,0.8100000000000023
94,156.9,157.66,158.18,156.81,815669,2023-01-31 16:00,True,0.7599999999999909,0.7599999999999909,1.3700000000000045
95,157.68,157.33,157.7,157.15,189630,2023-01-31 17:00,False,0.3499999999999943,0.3499999999999943,0.549999999999983
96,157.33,157.84,157.84,157.24,106516,2023-01-31 18:00,True,0.5099999999999909,0.5099999999999909,0.5999999999999943
97,157.84,157.9,158.0,157.35,173836,2023-01-31 19:00,True,0.060000000000002274,0.060000000000002274,0.6500000000000057
98,157.9,158.07,158.16,157.81,229693,2023-01-31 20:00,True,0.1699999999999875,0.1699999999999875,0.3499999999999943
99,158.2,158.2,158.2,158.2,10314,2023-02-01 06:00,False,0.0,0.0,0.0
100,158.2,157.46,158.86,156.93,1401819,2023-02-01 07:00,False,0.7399999999999807,0.7399999999999807,1.9300000000000068
101,157.47,158.93,159.6,157.43,1232273,2023-02-01 08:00,True,1.460000000000008,1.460000000000008,2.1699999999999875
102,158.9,159.08,159.2,158.38,503316,2023-02-01 09:00,True,0.18000000000000682,0.18000000000000682,0.8199999999999932
103,159.09,159.0,159.31,158.6,304266,2023-02-01 10:00,False,0.09000000000000341,0.09000000000000341,0.710000000000008
104,159.0,157.92,159.09,157.55,761178,2023-02-01 11:00,False,1.0800000000000125,1.0800000000000125,1.539999999999992
105,157.92,157.78,158.23,157.5,345523,2023-02-01 12:00,False,0.13999999999998636,0.13999999999998636,0.7299999999999898
106,157.78,157.63,158.29,157.57,216840,2023-02-01 13:00,False,0.15000000000000568,0.15000000000000568,0.7199999999999989
107,157.63,157.2,157.63,156.5,858257,2023-02-01 14:00,False,0.4300000000000068,0.4300000000000068,1.1299999999999955
108,157.21,157.22,157.4,156.77,257628,2023-02-01 15:00,True,0.009999999999990905,0.009999999999990905,0.6299999999999955
109,157.22,157.37,157.5,157.11,102632,2023-02-01 16:00,True,0.15000000000000568,0.15000000000000568,0.38999999999998636
110,157.36,156.96,157.37,156.92,82585,2023-02-01 17:00,False,0.4000000000000057,0.4000000000000057,0.45000000000001705
111,156.96,157.29,157.41,156.93,50741,2023-02-01 18:00,True,0.3299999999999841,0.3299999999999841,0.47999999999998977
112,157.29,157.85,157.93,157.06,206061,2023-02-01 19:00,True,0.5600000000000023,0.5600000000000023,0.8700000000000045
113,157.85,158.29,158.48,157.82,299787,2023-02-01 20:00,True,0.4399999999999977,0.4399999999999977,0.6599999999999966
114,158.4,158.4,158.4,158.4,4409,2023-02-02 06:00,False,0.0,0.0,0.0
115,158.39,157.51,158.84,157.37,703396,2023-02-02 07:00,False,0.8799999999999955,0.8799999999999955,1.4699999999999989
116,157.51,158.02,158.5,157.5,346309,2023-02-02 08:00,True,0.5100000000000193,0.5100000000000193,1.0
117,158.02,159.12,159.3,157.85,551331,2023-02-02 09:00,True,1.0999999999999943,1.0999999999999943,1.450000000000017
118,159.11,159.05,159.5,158.55,593797,2023-02-02 10:00,False,0.060000000000002274,0.060000000000002274,0.9499999999999886
119,159.1,158.87,159.28,158.67,222805,2023-02-02 11:00,False,0.22999999999998977,0.22999999999998977,0.6100000000000136
120,158.87,159.94,160.03,158.7,709258,2023-02-02 12:00,True,1.0699999999999932,1.0699999999999932,1.3300000000000125
121,159.94,159.7,160.29,159.58,676983,2023-02-02 13:00,False,0.2400000000000091,0.2400000000000091,0.7099999999999795
122,159.64,160.0,160.15,159.62,329264,2023-02-02 14:00,True,0.36000000000001364,0.36000000000001364,0.5300000000000011
123,160.0,159.36,160.01,159.03,544402,2023-02-02 15:00,False,0.6399999999999864,0.6399999999999864,0.9799999999999898
124,159.55,159.32,159.9,159.13,222756,2023-02-02 16:00,False,0.2300000000000182,0.2300000000000182,0.7700000000000102
125,159.32,159.55,159.77,159.28,145679,2023-02-02 17:00,True,0.2300000000000182,0.2300000000000182,0.4900000000000091
126,159.55,159.69,159.7,159.45,71239,2023-02-02 18:00,True,0.13999999999998636,0.13999999999998636,0.25
127,159.68,159.5,159.88,159.45,153934,2023-02-02 19:00,False,0.18000000000000682,0.18000000000000682,0.4300000000000068
128,159.5,159.45,159.64,159.28,111076,2023-02-02 20:00,False,0.05000000000001137,0.05000000000001137,0.3599999999999852
129,159.1,159.1,159.1,159.1,13964,2023-02-03 06:00,False,0.0,0.0,0.0
130,159.09,158.91,159.3,158.25,934904,2023-02-03 07:00,False,0.18000000000000682,0.18000000000000682,1.0500000000000114
131,158.91,158.94,159.14,158.65,241608,2023-02-03 08:00,True,0.030000000000001137,0.030000000000001137,0.4899999999999807
132,158.93,158.21,159.04,157.88,630689,2023-02-03 09:00,False,0.7199999999999989,0.7199999999999989,1.1599999999999966
133,158.2,158.6,158.99,158.16,292774,2023-02-03 10:00,True,0.4000000000000057,0.4000000000000057,0.8300000000000125
134,158.65,159.23,159.39,158.5,373706,2023-02-03 11:00,True,0.5799999999999841,0.5799999999999841,0.8899999999999864
135,159.24,159.9,159.91,159.06,397409,2023-02-03 12:00,True,0.6599999999999966,0.6599999999999966,0.8499999999999943
136,159.9,160.53,161.15,159.62,1408991,2023-02-03 13:00,True,0.6299999999999955,0.6299999999999955,1.5300000000000011
137,160.53,160.8,160.98,160.2,457415,2023-02-03 14:00,True,0.27000000000001023,0.27000000000001023,0.7800000000000011
138,160.77,160.96,160.96,160.42,239529,2023-02-03 15:00,True,0.18999999999999773,0.18999999999999773,0.5400000000000205
139,161.48,161.48,162.32,161.12,584143,2023-02-03 16:00,False,0.0,0.0,1.1999999999999886
140,161.45,161.01,161.45,161.0,246486,2023-02-03 17:00,False,0.4399999999999977,0.4399999999999977,0.44999999999998863
141,161.01,161.04,161.41,160.65,173133,2023-02-03 18:00,True,0.030000000000001137,0.030000000000001137,0.7599999999999909
142,161.03,161.27,161.43,160.86,181186,2023-02-03 19:00,True,0.2400000000000091,0.2400000000000091,0.5699999999999932
143,161.27,161.26,161.37,160.97,197375,2023-02-03 20:00,False,0.010000000000019327,0.010000000000019327,0.4000000000000057
144,160.77,162.58,163.61,160.77,13876,2023-02-04 07:00,True,1.8100000000000023,1.8100000000000023,2.8400000000000034
145,161.59,162.7,163.29,161.53,5485,2023-02-04 08:00,True,1.1099999999999852,1.1099999999999852,1.759999999999991
146,161.72,161.96,163.27,161.36,3860,2023-02-04 09:00,True,0.2400000000000091,0.2400000000000091,1.9099999999999966
147,162.95,162.29,163.32,160.58,5197,2023-02-04 10:00,False,0.6599999999999966,0.6599999999999966,2.7399999999999807
148,161.31,161.84,163.11,161.29,2492,2023-02-04 11:00,True,0.5300000000000011,0.5300000000000011,1.8200000000000216
149,162.82,162.7,163.21,161.37,2434,2023-02-04 12:00,False,0.12000000000000455,0.12000000000000455,1.8400000000000034
150,161.71,163.46,163.67,161.71,2608,2023-02-04 13:00,True,1.75,1.75,1.9599999999999795
151,162.46,163.13,163.67,162.07,2648,2023-02-04 14:00,True,0.6699999999999875,0.6699999999999875,1.5999999999999943
152,163.13,163.43,163.48,162.0,2343,2023-02-04 15:00,True,0.30000000000001137,0.30000000000001137,1.4799999999999898
153,163.44,162.01,163.77,162.01,4348,2023-02-05 07:00,False,1.4300000000000068,1.4300000000000068,1.7600000000000193
154,162.99,163.39,163.7,161.84,3203,2023-02-05 08:00,True,0.39999999999997726,0.39999999999997726,1.8599999999999852
155,163.4,162.34,163.75,161.28,3573,2023-02-05 09:00,False,1.0600000000000023,1.0600000000000023,2.469999999999999
156,162.34,161.96,163.29,161.01,4949,2023-02-05 10:00,False,0.37999999999999545,0.37999999999999545,2.280000000000001
157,162.95,162.95,163.4,161.9,2621,2023-02-05 11:00,False,0.0,0.0,1.5
158,162.96,161.59,163.03,161.34,1670,2023-02-05 12:00,False,1.3700000000000045,1.3700000000000045,1.6899999999999977
159,162.57,162.97,163.55,161.6,2103,2023-02-05 13:00,True,0.4000000000000057,0.4000000000000057,1.950000000000017
160,162.98,162.71,163.13,161.71,1469,2023-02-05 14:00,False,0.2699999999999818,0.2699999999999818,1.4199999999999875
161,162.71,162.03,163.01,161.51,1102,2023-02-05 15:00,False,0.6800000000000068,0.6800000000000068,1.5
162,161.78,161.78,161.78,161.78,19848,2023-02-06 06:00,False,0.0,0.0,0.0
163,161.71,163.18,163.3,161.01,1580036,2023-02-06 07:00,True,1.4699999999999989,1.4699999999999989,2.2900000000000205
164,163.22,163.79,163.79,162.63,682283,2023-02-06 08:00,True,0.5699999999999932,0.5699999999999932,1.1599999999999966
165,163.75,163.88,165.0,163.34,1363243,2023-02-06 09:00,True,0.12999999999999545,0.12999999999999545,1.6599999999999966
166,163.93,164.14,164.39,163.68,509122,2023-02-06 10:00,True,0.20999999999997954,0.20999999999997954,0.7099999999999795
167,164.14,164.01,164.36,163.8,312831,2023-02-06 11:00,False,0.12999999999999545,0.12999999999999545,0.5600000000000023
168,164.02,165.29,165.65,164.02,1073590,2023-02-06 12:00,True,1.2699999999999818,1.2699999999999818,1.6299999999999955
169,165.29,165.85,166.59,165.11,1301358,2023-02-06 13:00,True,0.5600000000000023,0.5600000000000023,1.4799999999999898
170,165.85,166.16,166.4,165.73,504645,2023-02-06 14:00,True,0.3100000000000023,0.3100000000000023,0.6700000000000159
171,166.16,166.27,166.9,166.14,622557,2023-02-06 15:00,True,0.11000000000001364,0.11000000000001364,0.7600000000000193
172,166.44,166.16,166.45,165.88,230494,2023-02-06 16:00,False,0.28000000000000114,0.28000000000000114,0.5699999999999932
173,166.16,166.52,166.53,166.1,154714,2023-02-06 17:00,True,0.36000000000001364,0.36000000000001364,0.4300000000000068
174,166.51,166.77,166.87,166.49,179285,2023-02-06 18:00,True,0.2600000000000193,0.2600000000000193,0.37999999999999545
175,166.76,166.97,167.17,166.73,200201,2023-02-06 19:00,True,0.21000000000000796,0.21000000000000796,0.4399999999999977
176,166.99,167.09,167.16,166.84,173873,2023-02-06 20:00,True,0.09999999999999432,0.09999999999999432,0.3199999999999932
177,167.3,167.3,167.3,167.3,9988,2023-02-07 06:00,False,0.0,0.0,0.0
178,167.3,165.06,168.7,164.62,4040049,2023-02-07 07:00,False,2.240000000000009,2.240000000000009,4.079999999999984
179,165.07,166.11,166.68,165.01,890157,2023-02-07 08:00,True,1.0400000000000205,1.0400000000000205,1.670000000000016
180,166.11,165.3,166.3,165.08,490973,2023-02-07 09:00,False,0.8100000000000023,0.8100000000000023,1.2199999999999989
181,165.3,165.05,165.45,163.82,1309823,2023-02-07 10:00,False,0.25,0.25,1.6299999999999955
182,165.07,165.13,165.59,164.53,381301,2023-02-07 11:00,True,0.060000000000002274,0.060000000000002274,1.0600000000000023
183,165.11,165.5,165.5,164.5,366942,2023-02-07 12:00,True,0.38999999999998636,0.38999999999998636,1.0
184,165.49,165.54,165.97,165.16,308400,2023-02-07 13:00,True,0.04999999999998295,0.04999999999998295,0.8100000000000023
185,165.55,165.3,165.77,164.92,289879,2023-02-07 14:00,False,0.25,0.25,0.8500000000000227
186,165.31,165.02,165.62,165.0,245518,2023-02-07 15:00,False,0.28999999999999204,0.28999999999999204,0.6200000000000045
187,165.05,164.69,165.29,163.4,558185,2023-02-07 16:00,False,0.36000000000001364,0.36000000000001364,1.8899999999999864
188,164.7,164.69,164.74,164.36,117212,2023-02-07 17:00,False,0.009999999999990905,0.009999999999990905,0.37999999999999545
189,164.7,164.71,164.79,164.52,64530,2023-02-07 18:00,True,0.010000000000019327,0.010000000000019327,0.2699999999999818
190,164.7,165.16,165.2,164.6,88396,2023-02-07 19:00,True,0.46000000000000796,0.46000000000000796,0.5999999999999943
191,165.18,165.39,165.4,165.11,102474,2023-02-07 20:00,True,0.20999999999997954,0.20999999999997954,0.28999999999999204
192,165.0,165.0,165.0,165.0,10316,2023-02-08 06:00,False,0.0,0.0,0.0
193,165.1,165.41,166.2,164.72,919439,2023-02-08 07:00,True,0.3100000000000023,0.3100000000000023,1.4799999999999898
194,165.42,165.82,166.35,165.0,555808,2023-02-08 08:00,True,0.4000000000000057,0.4000000000000057,1.3499999999999943
195,165.82,165.8,166.11,165.58,209817,2023-02-08 09:00,False,0.01999999999998181,0.01999999999998181,0.5300000000000011
196,165.82,164.2,165.82,164.1,733329,2023-02-08 10:00,False,1.6200000000000045,1.6200000000000045,1.7199999999999989
197,164.18,164.24,164.71,162.7,1787755,2023-02-08 11:00,True,0.060000000000002274,0.060000000000002274,2.0100000000000193
198,164.24,164.48,164.68,163.38,657779,2023-02-08 12:00,True,0.23999999999998067,0.23999999999998067,1.3000000000000114
199,164.48,164.0,164.6,163.91,234248,2023-02-08 13:00,False,0.47999999999998977,0.47999999999998977,0.6899999999999977
200,163.99,163.97,164.37,163.83,218026,2023-02-08 14:00,False,0.020000000000010232,0.020000000000010232,0.539999999999992
201,163.95,164.22,164.23,163.89,126101,2023-02-08 15:00,True,0.27000000000001023,0.27000000000001023,0.3400000000000034
202,164.22,164.01,164.4,163.75,142094,2023-02-08 16:00,False,0.21000000000000796,0.21000000000000796,0.6500000000000057
203,164.0,164.12,164.19,163.7,107050,2023-02-08 17:00,True,0.12000000000000455,0.12000000000000455,0.4900000000000091
204,164.12,164.22,164.23,164.03,64590,2023-02-08 18:00,True,0.09999999999999432,0.09999999999999432,0.19999999999998863
205,164.22,164.15,164.3,164.1,45035,2023-02-08 19:00,False,0.06999999999999318,0.06999999999999318,0.20000000000001705
206,164.11,164.15,164.24,164.05,55273,2023-02-08 20:00,True,0.03999999999999204,0.03999999999999204,0.18999999999999773
207,164.33,164.33,164.33,164.33,13896,2023-02-09 06:00,False,0.0,0.0,0.0
208,164.35,163.13,164.64,162.9,1188812,2023-02-09 07:00,False,1.2199999999999989,1.2199999999999989,1.7399999999999807
209,163.14,162.16,163.34,161.27,1735345,2023-02-09 08:00,False,0.9799999999999898,0.9799999999999898,2.069999999999993
210,162.15,162.31,162.5,161.5,594616,2023-02-09 09:00,True,0.1599999999999966,0.1599999999999966,1.0
211,162.31,162.2,162.39,161.6,460148,2023-02-09 10:00,False,0.11000000000001364,0.11000000000001364,0.789999999999992
212,162.21,163.58,163.8,162.06,905079,2023-02-09 11:00,True,1.3700000000000045,1.3700000000000045,1.740000000000009
213,163.56,163.67,163.71,163.0,477956,2023-02-09 12:00,True,0.10999999999998522,0.10999999999998522,0.710000000000008
214,163.67,165.8,167.47,163.46,3703424,2023-02-09 13:00,True,2.130000000000024,2.130000000000024,4.009999999999991
215,165.81,165.23,166.45,165.07,659071,2023-02-09 14:00,False,0.5800000000000125,0.5800000000000125,1.3799999999999955
216,165.23,165.03,166.3,165.03,472736,2023-02-09 15:00,False,0.19999999999998863,0.19999999999998863,1.2700000000000102
217,165.1,165.35,165.44,164.9,170664,2023-02-09 16:00,True,0.25,0.25,0.539999999999992
218,165.36,165.31,165.55,165.3,64677,2023-02-09 17:00,False,0.05000000000001137,0.05000000000001137,0.25
219,165.31,165.54,165.56,165.2,58628,2023-02-09 18:00,True,0.22999999999998977,0.22999999999998977,0.36000000000001364
220,165.55,165.42,165.56,165.17,114415,2023-02-09 19:00,False,0.13000000000002387,0.13000000000002387,0.3900000000000148
221,165.42,165.31,165.47,165.25,93740,2023-02-09 20:00,False,0.10999999999998522,0.10999999999998522,0.21999999999999886
222,165.0,165.0,165.0,165.0,15214,2023-02-10 06:00,False,0.0,0.0,0.0
223,165.0,165.55,166.0,164.5,918211,2023-02-10 07:00,True,0.5500000000000114,0.5500000000000114,1.5
224,165.55,165.08,165.93,164.6,442960,2023-02-10 08:00,False,0.46999999999999886,0.46999999999999886,1.3300000000000125
225,165.07,165.34,165.62,164.99,253643,2023-02-10 09:00,True,0.27000000000001023,0.27000000000001023,0.6299999999999955
226,165.34,165.73,166.34,165.21,472583,2023-02-10 10:00,True,0.38999999999998636,0.38999999999998636,1.1299999999999955
227,165.73,165.97,166.49,165.39,510874,2023-02-10 11:00,True,0.2400000000000091,0.2400000000000091,1.1000000000000227
228,165.97,165.99,166.14,165.27,243831,2023-02-10 12:00,True,0.020000000000010232,0.020000000000010232,0.8699999999999761
229,165.98,165.62,166.18,165.48,295486,2023-02-10 13:00,False,0.3599999999999852,0.3599999999999852,0.700000000000017
230,165.57,165.56,165.76,164.98,366292,2023-02-10 14:00,False,0.009999999999990905,0.009999999999990905,0.7800000000000011
231,165.57,165.51,165.88,165.42,153717,2023-02-10 15:00,False,0.060000000000002274,0.060000000000002274,0.46000000000000796
232,165.52,165.62,165.85,165.51,60995,2023-02-10 16:00,True,0.09999999999999432,0.09999999999999432,0.3400000000000034
233,165.61,165.55,165.64,165.27,111152,2023-02-10 17:00,False,0.060000000000002274,0.060000000000002274,0.3699999999999761
